snr_gt,snr_raw,snr_denoised,frequency_hz_true,frequency_hz_raw,frequency_hz_denoised,frequency_hz_signal,amplitude_true,amplitude_raw,amplitude_denoised,amplitude_signal
1.7974057e+25,0.93463814,0.6378444,310000.0,151467.42,149824.05,149824.03,18.959988,10.343594,8.540186,8.5401535
1.7974057e+25,0.9209152,0.6288885,310000.0,151467.36,149824.03,149824.06,18.959988,10.343354,8.540185,8.5401535
1.7974057e+25,0.9165699,0.6668829,310000.0,151467.34,149824.03,149824.06,18.959988,10.343509,8.540186,8.5401535
1.7974057e+25,0.9358862,0.67633563,310000.0,151467.4,149824.05,149824.05,18.959988,10.343642,8.540185,8.5401535
1.7974057e+25,0.92305946,0.6593549,310000.0,151467.39,149824.03,149824.05,18.959988,10.343572,8.540186,8.5401535
1.7974057e+25,0.97130257,0.6736589,310000.0,151467.36,149824.05,149824.03,18.959988,10.343417,8.540186,8.540153
1.7974057e+25,0.9779419,0.6782309,310000.0,151467.4,149824.06,149824.05,18.959988,10.3433895,8.540186,8.5401535
1.7974057e+25,0.9518482,0.6826291,310000.0,151467.36,149824.03,149824.03,18.959988,10.343224,8.540185,8.540153
1.7974057e+25,0.93859804,0.6695139,310000.0,151467.39,149824.06,149824.05,18.959988,10.343334,8.540187,8.540153
1.7974057e+25,0.90479773,0.6439269,310000.0,151467.36,149824.06,149824.06,18.959988,10.343423,8.540186,8.5401535
1.7974057e+25,0.92476654,0.6638912,310000.0,151467.38,149824.05,149824.05,18.959988,10.343421,8.540186,8.5401535
1.7974057e+25,0.9582496,0.67940605,310000.0,151467.38,149824.06,149824.05,18.959988,10.343321,8.540186,8.5401535
1.7974057e+25,0.9073047,0.6548385,310000.0,151467.38,149824.05,149824.05,18.959988,10.343138,8.540186,8.5401535
1.7974057e+25,0.9496824,0.67110074,310000.0,151467.34,149824.05,149824.05,18.959988,10.343318,8.540186,8.5401535
1.7974057e+25,0.96937984,0.6724859,310000.0,151467.42,149824.05,149824.06,18.959988,10.343431,8.540186,8.540153
1.7974057e+25,0.88779527,0.63736427,310000.0,151467.34,149824.03,149824.06,18.959988,10.343144,8.540184,8.5401535
1.7974057e+25,0.8913388,0.66762775,310000.0,151467.34,149824.05,149824.06,18.959988,10.343498,8.540186,8.5401535
1.7974057e+25,0.9279798,0.6697791,310000.0,151467.4,149824.03,149824.06,18.959988,10.343434,8.540186,8.540153
1.7974057e+25,0.907739,0.6547573,310000.0,151467.36,149824.03,149824.03,18.959988,10.343254,8.540186,8.540153
1.7974057e+25,0.9485893,0.66935223,310000.0,151467.45,149824.06,149824.05,18.959988,10.343747,8.540187,8.5401535
1.7974057e+25,0.938696,0.6689404,310000.0,151467.39,149824.06,149824.05,18.959988,10.343365,8.540186,8.540153
1.7974057e+25,0.93866163,0.6744561,310000.0,151467.4,149824.03,149824.05,18.959988,10.343554,8.540186,8.5401535
1.7974057e+25,0.8977346,0.66877836,310000.0,151467.38,149824.05,149824.05,18.959988,10.343389,8.540185,8.540153
1.7974057e+25,0.95136064,0.67613626,310000.0,151467.36,149824.05,149824.05,18.959988,10.343054,8.540186,8.540153
1.7974057e+25,0.9835697,0.6787749,310000.0,151467.36,149824.03,149824.06,18.959988,10.343358,8.540186,8.540153
1.7974057e+25,0.95720965,0.67949265,310000.0,151467.42,149824.05,149824.05,18.959988,10.3435135,8.540186,8.540153
1.7974057e+25,0.9620827,0.67924833,310000.0,151467.38,149824.03,149824.06,18.959988,10.343434,8.540185,8.5401535
1.7974057e+25,0.9210787,0.6605545,310000.0,151467.44,149824.06,149824.05,18.959988,10.34362,8.540186,8.540153
1.7974057e+25,0.9655834,0.67858666,310000.0,151467.36,149824.06,149824.06,18.959988,10.343485,8.540186,8.5401535
1.7974057e+25,0.92602175,0.6770694,310000.0,151467.36,149824.05,149824.05,18.959988,10.343367,8.540186,8.5401535
1.7974057e+25,0.88860005,0.64290327,310000.0,151467.39,149824.05,149824.05,18.959988,10.34367,8.540184,8.540153
1.7974057e+25,0.97724813,0.67805517,310000.0,151467.36,149824.06,149824.05,18.959988,10.34341,8.540186,8.5401535
1.7974057e+25,0.9191335,0.63192344,310000.0,151467.38,149824.05,149824.06,18.959988,10.343387,8.540185,8.5401535
1.7974057e+25,0.90232944,0.65604424,310000.0,151467.39,149824.05,149824.05,18.959988,10.343495,8.540186,8.540152
1.7974057e+25,0.9063596,0.6457184,310000.0,151467.39,149824.05,149824.05,18.959988,10.343387,8.540186,8.540153
1.7974057e+25,0.91517997,0.64265525,310000.0,151467.38,149824.06,149824.05,18.959988,10.3436165,8.540185,8.540153
1.7974057e+25,0.92123604,0.66473037,310000.0,151467.39,149824.06,149824.06,18.959988,10.343237,8.540187,8.5401535
1.7974057e+25,0.9392768,0.67310375,310000.0,151467.38,149824.06,149824.06,18.959988,10.343127,8.540186,8.540153
1.7974057e+25,0.9228718,0.66829574,310000.0,151467.36,149824.06,149824.06,18.959988,10.343261,8.540187,8.5401535
1.7974057e+25,0.9481209,0.6740033,310000.0,151467.38,149824.06,149824.06,18.959988,10.343397,8.540186,8.5401535
1.7974057e+25,0.90469074,0.6239285,310000.0,151467.4,149824.03,149824.06,18.959988,10.3435135,8.540184,8.540153
1.7974057e+25,0.91207045,0.65596527,310000.0,151467.42,149824.05,149824.06,18.959988,10.343639,8.540186,8.5401535
1.7974057e+25,0.9612111,0.6754317,310000.0,151467.38,149824.03,149824.06,18.959988,10.343141,8.540186,8.5401535
1.7974057e+25,0.93567634,0.66888857,310000.0,151467.39,149824.06,149824.06,18.959988,10.343405,8.540186,8.540153
1.7974057e+25,0.9374927,0.67084783,310000.0,151467.38,149824.03,149824.06,18.959988,10.343514,8.540186,8.540153
1.7974057e+25,0.9706929,0.69018084,310000.0,151467.36,149824.05,149824.08,18.959988,10.343386,8.540186,8.54015
1.7974057e+25,0.91354865,0.64050555,310000.0,151467.38,149824.06,149824.05,18.959988,10.34355,8.540185,8.540151
1.7974057e+25,0.95358336,0.68400145,310000.0,151467.42,149824.06,149824.05,18.959988,10.343402,8.540186,8.54015
1.7974057e+25,0.9284942,0.6610578,310000.0,151467.36,149824.08,149824.05,18.959988,10.343232,8.540185,8.540151
1.7974057e+25,0.95629275,0.67881465,310000.0,151467.39,149824.05,149824.06,18.959988,10.343469,8.540186,8.540151
1.7974057e+25,0.91229296,0.68471473,310000.0,151467.38,149824.06,149824.05,18.959988,10.343477,8.540186,8.54015
1.7974057e+25,0.9159234,0.64777356,310000.0,151467.36,149824.06,149824.05,18.959988,10.34308,8.540186,8.54015
1.7974057e+25,0.9763938,0.6849541,310000.0,151467.36,149824.05,149824.03,18.959988,10.343263,8.540186,8.54015
1.7974057e+25,0.98190504,0.6905437,310000.0,151467.36,149824.05,149824.08,18.959988,10.343234,8.540185,8.540151
1.7974057e+25,0.9670735,0.6879536,310000.0,151467.39,149824.03,149824.05,18.959988,10.343474,8.540186,8.540151
1.7974057e+25,0.96576345,0.6806043,310000.0,151467.42,149824.03,149824.05,18.959988,10.343696,8.540186,8.54015
1.7974057e+25,0.9219881,0.6810782,310000.0,151467.36,149824.05,149824.05,18.959988,10.34345,8.540186,8.54015
1.7974057e+25,0.8955141,0.6332934,310000.0,151467.34,149824.05,149824.05,18.959988,10.343084,8.540185,8.540151
1.7974057e+25,0.8983788,0.65973073,310000.0,151467.38,149824.05,149824.06,18.959988,10.343524,8.540185,8.54015
1.7974057e+25,0.9281306,0.6738718,310000.0,151467.31,149824.06,149824.05,18.959988,10.34332,8.540186,8.54015
1.7974057e+25,0.9444904,0.6780087,310000.0,151467.4,149824.05,149824.06,18.959988,10.3435,8.540186,8.540151
1.7974057e+25,0.9166838,0.6488381,310000.0,151467.34,149824.06,149824.08,18.959988,10.342911,8.540186,8.54015
1.7974057e+25,0.96318734,0.6846005,310000.0,151467.38,149824.05,149824.06,18.959988,10.343402,8.540186,8.54015
1.7974057e+25,0.94583714,0.6773489,310000.0,151467.36,149824.06,149824.05,18.959988,10.3434725,8.540187,8.54015
1.7974057e+25,0.90643805,0.6579947,310000.0,151467.33,149824.05,149824.06,18.959988,10.343067,8.540185,8.54015
1.7974057e+25,0.971496,0.67433214,310000.0,151467.4,149824.06,149824.06,18.959988,10.343465,8.540186,8.540151
1.7974057e+25,0.9528947,0.68510824,310000.0,151467.33,149824.06,149824.03,18.959988,10.3432865,8.540187,8.54015
1.7974057e+25,0.92488855,0.6726338,310000.0,151467.39,149824.05,149824.05,18.959988,10.343217,8.540186,8.54015
1.7974057e+25,0.9114967,0.6549426,310000.0,151467.36,149824.08,149824.06,18.959988,10.343468,8.540186,8.540151
1.7974057e+25,0.9303277,0.6831396,310000.0,151467.39,149824.03,149824.06,18.959988,10.343594,8.540185,8.54015
1.7974057e+25,0.900668,0.63573587,310000.0,151467.34,149824.05,149824.05,18.959988,10.343324,8.540185,8.54015
1.7974057e+25,0.95416266,0.6596739,310000.0,151467.36,149824.08,149824.06,18.959988,10.343436,8.540185,8.54015
1.7974057e+25,0.94289947,0.67117083,310000.0,151467.38,149824.05,149824.06,18.959988,10.343323,8.540185,8.540151
1.7974057e+25,0.9128315,0.6668543,310000.0,151467.36,149824.05,149824.06,18.959988,10.343521,8.540186,8.54015
1.7974057e+25,0.89543813,0.630706,310000.0,151467.38,149824.06,149824.06,18.959988,10.343469,8.540185,8.540151
1.7974057e+25,0.9548068,0.684317,310000.0,151467.4,149824.06,149824.05,18.959988,10.343507,8.540186,8.540151
1.7974057e+25,0.9526333,0.6770899,310000.0,151467.44,149824.06,149824.06,18.959988,10.343448,8.540186,8.540151
1.7974057e+25,0.9406541,0.67494595,310000.0,151467.39,149824.06,149824.03,18.959988,10.343077,8.540187,8.54015
1.7974057e+25,0.9588536,0.687137,310000.0,151467.34,149824.05,149824.03,18.959988,10.343104,8.540186,8.54015
1.7974057e+25,0.92539334,0.6635707,310000.0,151467.28,149824.05,149824.05,18.959988,10.342869,8.540186,8.54015
1.7974057e+25,0.9310168,0.6786638,310000.0,151467.42,149824.03,149824.05,18.959988,10.34354,8.540186,8.540151
1.7974057e+25,0.910368,0.6330858,310000.0,151467.4,149824.03,149824.06,18.959988,10.343112,8.540184,8.54015
1.7974057e+25,0.9216303,0.6561542,310000.0,151467.4,149824.03,149824.08,18.959988,10.343424,8.540185,8.54015
1.7974057e+25,0.9543713,0.6766385,310000.0,151467.38,149824.06,149824.06,18.959988,10.343318,8.540186,8.540151
1.7974057e+25,0.92459244,0.678257,310000.0,151467.38,149824.03,149824.06,18.959988,10.343218,8.540186,8.54015
1.7974057e+25,0.9809436,0.6900947,310000.0,151467.39,149824.05,149824.05,18.959988,10.343359,8.540186,8.54015
1.7974057e+25,0.9671565,0.6865561,310000.0,151467.36,149824.03,149824.06,18.959988,10.343425,8.540186,8.54015
1.7974057e+25,0.95665425,0.67960274,310000.0,151467.36,149824.05,149824.05,18.959988,10.34294,8.540186,8.54015
1.7974057e+25,0.9366012,0.65813977,310000.0,151467.4,149824.06,149824.03,18.959988,10.343519,8.540186,8.540151
1.7974057e+25,0.93121994,0.6526506,310000.0,151467.36,149824.06,149824.06,18.959988,10.343179,8.540185,8.54015
1.7974057e+25,0.9386904,0.6768071,310000.0,151467.36,149824.05,149824.08,18.959988,10.343473,8.540186,8.54015
1.7974057e+25,0.95105726,0.6738856,310000.0,151467.38,149824.06,149824.05,18.959988,10.343131,8.540186,8.540151
1.7974057e+25,0.92737234,0.67338943,310000.0,151467.34,149824.06,149824.05,18.959988,10.343245,8.540186,8.54015
1.7974057e+25,0.96532136,0.6889458,310000.0,151467.33,149824.06,149824.06,18.959988,10.343301,8.540186,8.540151
1.7974057e+25,0.94279164,0.67489475,310000.0,151467.44,149824.05,149824.06,18.959988,10.343751,8.540186,8.54015
1.7974057e+25,0.95145017,0.6888348,310000.0,151467.36,149824.05,149824.06,18.959988,10.343336,8.540186,8.54015
1.7974057e+25,0.93658906,0.66379327,310000.0,151467.34,149824.06,149824.06,18.959988,10.343309,8.540186,8.54015
1.7974057e+25,0.93481725,0.6452844,310000.0,151467.4,149824.05,149824.06,18.959988,10.343612,8.540185,8.54015
1.7974057e+25,0.95912963,0.6732218,310000.0,151467.34,149824.05,149824.05,18.959988,10.343462,8.540186,8.540151
1.7974057e+25,0.95165765,0.6852016,310000.0,151467.36,149824.05,149824.03,18.959988,10.343144,8.540186,8.54015
1.7974057e+25,0.9448148,0.65794384,310000.0,151467.39,149824.05,149824.06,18.959988,10.3435755,8.540185,8.540151
1.7974057e+25,0.9671818,0.6798295,310000.0,151467.39,149824.06,149824.05,18.959988,10.343252,8.540187,8.540151
1.7974057e+25,0.9575989,0.6765133,310000.0,151467.34,149824.05,149824.05,18.959988,10.343359,8.540186,8.540151
1.7974057e+25,0.9360479,0.6822318,310000.0,151467.39,149824.06,149824.06,18.959988,10.343536,8.540186,8.54015
1.7974057e+25,0.9273797,0.66651195,310000.0,151467.38,149824.06,149824.05,18.959988,10.34329,8.540186,8.54015
1.7974057e+25,0.9211473,0.6331895,310000.0,151467.39,149824.03,149824.05,18.959988,10.34337,8.540184,8.54015
1.7974057e+25,0.9638475,0.6840509,310000.0,151467.42,149824.05,149824.06,18.959988,10.343234,8.540186,8.54015
1.7974057e+25,0.93970144,0.68127674,310000.0,151467.38,149824.05,149824.06,18.959988,10.3435545,8.540186,8.540149
1.7974057e+25,0.922167,0.67854124,310000.0,151467.34,149824.06,149824.05,18.959988,10.343158,8.540187,8.54015
1.7974057e+25,0.96901846,0.6899656,310000.0,151467.42,149824.05,149824.05,18.959988,10.343569,8.540186,8.54015
1.7974057e+25,0.9307612,0.6709814,310000.0,151467.4,149824.05,149824.05,18.959988,10.343344,8.540186,8.540151
1.7974057e+25,0.9451612,0.6830587,310000.0,151467.36,149824.05,149824.06,18.959988,10.343325,8.540186,8.540151
1.7974057e+25,0.95506847,0.6908315,310000.0,151467.31,149824.03,149824.05,18.959988,10.342972,8.540186,8.540149
1.7974057e+25,0.9821518,0.68411964,310000.0,151467.38,149824.06,149824.06,18.959988,10.343398,8.540186,8.54015
1.7974057e+25,0.92284024,0.67270285,310000.0,151467.36,149824.05,149824.05,18.959988,10.343162,8.540186,8.540151
1.7974057e+25,0.9337657,0.6491413,310000.0,151467.39,149824.05,149824.05,18.959988,10.34335,8.540185,8.540151
1.7974057e+25,0.94706345,0.6786447,310000.0,151467.4,149824.06,149824.06,18.959988,10.343711,8.540186,8.54015
1.7974057e+25,0.94402045,0.6759278,310000.0,151467.38,149824.05,149824.06,18.959988,10.343605,8.540186,8.54015
1.7974057e+25,0.93580127,0.6882598,310000.0,151467.38,149824.05,149824.05,18.959988,10.34324,8.540186,8.540151
1.7974057e+25,0.93423486,0.6648321,310000.0,151467.38,149824.05,149824.05,18.959988,10.343426,8.540185,8.540151
1.7974057e+25,0.9181523,0.6650477,310000.0,151467.39,149824.05,149824.05,18.959988,10.343737,8.540186,8.54015
1.7974057e+25,0.9110073,0.6447662,310000.0,151467.36,149824.05,149824.08,18.959988,10.343147,8.540184,8.540151
1.7974057e+25,0.91539806,0.6671025,310000.0,151467.39,149824.05,149824.05,18.959988,10.343557,8.540186,8.54015
1.7974057e+25,0.9265501,0.674214,310000.0,151467.38,149824.05,149824.06,18.959988,10.343105,8.540186,8.54015
1.7974057e+25,0.9711997,0.68287516,310000.0,151467.34,149824.05,149824.03,18.959988,10.343337,8.540187,8.540151
1.7974057e+25,0.91030246,0.6574711,310000.0,151467.36,149824.03,149824.08,18.959988,10.343372,8.540186,8.54015
1.7974057e+25,0.94706017,0.66900736,310000.0,151467.42,149824.05,149824.05,18.959988,10.343451,8.540187,8.54015
1.7974057e+25,0.9416502,0.65026283,310000.0,151467.38,149824.05,149824.06,18.959988,10.34325,8.540185,8.54015
1.7974057e+25,0.9349141,0.66593647,310000.0,151467.34,149824.05,149824.05,18.959988,10.34345,8.540186,8.54015
1.7974057e+25,0.92216873,0.6750893,310000.0,151467.34,149824.05,149824.06,18.959988,10.343336,8.540186,8.540151
1.7974057e+25,0.914068,0.6367777,310000.0,151467.36,149824.06,149824.06,18.959988,10.343361,8.540185,8.54015
1.7974057e+25,0.9571761,0.6744078,310000.0,151467.38,149824.06,149824.05,18.959988,10.343335,8.540186,8.54015
1.7974057e+25,0.9490119,0.68152994,310000.0,151467.38,149824.05,149824.06,18.959988,10.343394,8.540186,8.54015
1.7974057e+25,0.95329505,0.66634923,310000.0,151467.39,149824.05,149824.06,18.959988,10.343453,8.540186,8.54015
1.7974057e+25,0.92919666,0.66390413,310000.0,151467.38,149824.03,149824.06,18.959988,10.343584,8.540186,8.54015
1.7974057e+25,0.8888394,0.6470797,310000.0,151467.4,149824.05,149824.08,18.959988,10.343936,8.540185,8.54015
1.7974057e+25,0.91219515,0.6686038,310000.0,151467.34,149824.05,149824.05,18.959988,10.343084,8.540186,8.54015
1.7974057e+25,0.9677725,0.68245393,310000.0,151467.38,149824.06,149824.06,18.959988,10.34337,8.540186,8.540151
1.7974057e+25,0.93305147,0.6613471,310000.0,151467.39,149824.05,149824.06,18.959988,10.343571,8.540186,8.54015
1.7974057e+25,0.9489591,0.666808,310000.0,151467.38,149824.06,149824.05,18.959988,10.3433895,8.540186,8.54015
1.7974057e+25,0.93447363,0.6518161,310000.0,151467.36,149824.05,149824.03,18.959988,10.343323,8.540186,8.54015
1.7974057e+25,0.9660501,0.6749123,310000.0,151467.39,149824.05,149824.03,18.959988,10.343617,8.540187,8.54015
1.7974057e+25,0.947425,0.67836356,310000.0,151467.39,149824.06,149824.03,18.959988,10.34386,8.540186,8.54015
1.7974057e+25,0.947684,0.682571,310000.0,151467.4,149824.06,149824.05,18.959988,10.343313,8.540186,8.54015
1.7974057e+25,0.9314823,0.63498956,310000.0,151467.38,149824.05,149824.06,18.959988,10.343438,8.540185,8.54015
1.7974057e+25,0.9201815,0.6576482,310000.0,151467.4,149824.03,149824.06,18.959988,10.34319,8.540187,8.54015
1.7974057e+25,0.96592087,0.6872812,310000.0,151467.34,149824.03,149824.05,18.959988,10.343282,8.540186,8.54015
1.7974057e+25,0.9212911,0.6766641,310000.0,151467.42,149824.06,149824.05,18.959988,10.343561,8.540186,8.54015
1.7974057e+25,0.94548446,0.6706007,310000.0,151467.42,149824.05,149824.03,18.959988,10.343741,8.540186,8.540151
1.7974057e+25,0.96728575,0.6795035,310000.0,151467.42,149824.06,149824.05,18.959988,10.343622,8.540187,8.54015
1.7974057e+25,0.9149293,0.6350398,310000.0,151467.39,149824.06,149824.03,18.959988,10.343301,8.540185,8.54015
1.7974057e+25,0.92225647,0.63870406,310000.0,151467.36,149824.05,149824.03,18.959988,10.343323,8.540184,8.540151
1.7974057e+25,0.92610395,0.6340276,310000.0,151467.34,149824.08,149824.03,18.959988,10.343553,8.540185,8.540151
1.7974057e+25,0.9142087,0.6609633,310000.0,151467.34,149824.06,149824.06,18.959988,10.34323,8.540185,8.540151
1.7974057e+25,0.96020395,0.6824314,310000.0,151467.33,149824.06,149824.05,18.959988,10.343248,8.540186,8.540151
1.7974057e+25,0.92105937,0.6775267,310000.0,151467.4,149824.05,149824.06,18.959988,10.343531,8.540186,8.54015
1.7974057e+25,0.9098173,0.67135745,310000.0,151467.4,149824.05,149824.05,18.959988,10.343587,8.540186,8.54015
1.7974057e+25,0.91587293,0.65616053,310000.0,151467.34,149824.05,149824.03,18.959988,10.343213,8.540185,8.54015
1.7974057e+25,0.90583044,0.6539267,310000.0,151467.39,149824.03,149824.06,18.959988,10.343378,8.540185,8.540151
1.7974057e+25,0.89988786,0.63999224,310000.0,151467.39,149824.05,149824.06,18.959988,10.343558,8.540184,8.54015
1.7974057e+25,0.9367338,0.66433924,310000.0,151467.4,149824.05,149824.05,18.959988,10.343377,8.540185,8.540151
1.7974057e+25,0.9188627,0.64398694,310000.0,151467.36,149824.06,149824.06,18.959988,10.343329,8.540185,8.540151
1.7974057e+25,0.99373984,0.6908355,310000.0,151467.38,149824.06,149824.06,18.959988,10.343475,8.540186,8.54015
1.7974057e+25,0.9270463,0.6478726,310000.0,151467.4,149824.05,149824.03,18.959988,10.343743,8.540186,8.540151
1.7974057e+25,0.96601146,0.6810997,310000.0,151467.39,149824.06,149824.05,18.959988,10.343418,8.540186,8.540151
1.7974057e+25,0.9309566,0.65558475,310000.0,151467.4,149824.03,149824.06,18.959988,10.343374,8.540185,8.540151
1.7974057e+25,0.92291605,0.6741484,310000.0,151467.36,149824.05,149824.03,18.959988,10.343056,8.540185,8.540151
1.7974057e+25,0.9333059,0.6768768,310000.0,151467.38,149824.05,149824.03,18.959988,10.343192,8.540186,8.540151
1.7974057e+25,0.9277762,0.6733741,310000.0,151467.42,149824.06,149824.06,18.959988,10.343287,8.540186,8.540151
1.7974057e+25,0.88136744,0.6466112,310000.0,151467.33,149824.06,149824.06,18.959988,10.34321,8.540185,8.540152
1.7974057e+25,0.91400594,0.6481343,310000.0,151467.36,149824.06,149824.08,18.959988,10.343585,8.540185,8.54015
1.7974057e+25,0.92837155,0.63740516,310000.0,151467.34,149824.05,149824.06,18.959988,10.343352,8.540185,8.54015
1.7974057e+25,0.9177509,0.67535335,310000.0,151467.36,149824.03,149824.05,18.959988,10.343195,8.540185,8.540151
1.7974057e+25,0.90980935,0.64654607,310000.0,151467.44,149824.06,149824.05,18.959988,10.343574,8.540184,8.540151
1.7974057e+25,0.9181917,0.6892727,310000.0,151467.45,149824.05,149824.06,18.959988,10.343835,8.540186,8.540151
1.7974057e+25,0.9294307,0.66551226,310000.0,151467.36,149824.05,149824.06,18.959988,10.34308,8.540186,8.540151
1.7974057e+25,0.91350824,0.674574,310000.0,151467.39,149824.05,149824.06,18.959988,10.343622,8.540186,8.540151
1.7974057e+25,0.91711086,0.6450376,310000.0,151467.38,149824.06,149824.06,18.959988,10.343209,8.540185,8.540151
1.7974057e+25,0.9075033,0.65106463,310000.0,151467.39,149824.08,149824.06,18.959988,10.343069,8.540185,8.540151
1.7974057e+25,0.96209884,0.67635447,310000.0,151467.38,149824.06,149824.08,18.959988,10.343482,8.540186,8.540151
1.7974057e+25,0.9445213,0.687062,310000.0,151467.39,149824.06,149824.06,18.959988,10.343489,8.540186,8.540151
1.7974057e+25,0.9388837,0.6818193,310000.0,151467.4,149824.05,149824.06,18.959988,10.343785,8.540186,8.540151
1.7974057e+25,0.97310317,0.69484437,310000.0,151467.39,149824.06,149824.05,18.959988,10.343492,8.540186,8.540151
1.7974057e+25,0.91084045,0.6467378,310000.0,151467.42,149824.05,149824.06,18.959988,10.343447,8.540185,8.54015
1.7974057e+25,0.9164816,0.679199,310000.0,151467.34,149824.05,149824.06,18.959988,10.343082,8.540186,8.540151
1.7974057e+25,0.9448291,0.6585496,310000.0,151467.39,149824.03,149824.06,18.959988,10.343285,8.540183,8.540151
1.7974057e+25,0.9520857,0.6769546,310000.0,151467.39,149824.03,149824.06,18.959988,10.343217,8.540186,8.54015
1.7974057e+25,0.9506799,0.6817009,310000.0,151467.36,149824.05,149824.05,18.959988,10.343132,8.540186,8.540151
1.7974057e+25,0.9557417,0.6666126,310000.0,151467.38,149824.05,149824.05,18.959988,10.343549,8.540185,8.540151
1.7974057e+25,0.89658386,0.665806,310000.0,151467.4,149824.03,149824.06,18.959988,10.34333,8.540185,8.540151
1.7974057e+25,0.9376068,0.6719905,310000.0,151467.34,149824.06,149824.05,18.959988,10.343022,8.540185,8.540151
1.7974057e+25,0.96025866,0.6866993,310000.0,151467.44,149824.03,149824.06,18.959988,10.343624,8.540186,8.54015
1.7974057e+25,0.92794335,0.6839097,310000.0,151467.38,149824.06,149824.06,18.959988,10.343365,8.540186,8.540151
1.7974057e+25,0.9301339,0.6901467,310000.0,151467.33,149824.06,149824.06,18.959988,10.343048,8.540186,8.540151
1.7974057e+25,0.8956371,0.6427568,310000.0,151467.38,149824.05,149824.05,18.959988,10.343486,8.540186,8.540151
1.7974057e+25,0.94383717,0.691136,310000.0,151467.42,149824.05,149824.06,18.959988,10.34341,8.540186,8.540151
1.7974057e+25,0.9096075,0.69898355,310000.0,151467.33,149824.03,149824.08,18.959988,10.343065,8.540183,8.540151
1.7974057e+25,0.93245167,0.6684178,310000.0,151467.42,149824.05,149824.05,18.959988,10.343341,8.540186,8.54015
1.7974057e+25,0.919526,0.65030617,310000.0,151467.38,149824.06,149824.06,18.959988,10.343256,8.540185,8.540151
1.7974057e+25,0.904855,0.65689677,310000.0,151467.36,149824.05,149824.06,18.959988,10.343267,8.540186,8.540151
1.7974057e+25,0.9438761,0.649834,310000.0,151467.38,149824.06,149824.05,18.959988,10.343371,8.540185,8.540152
1.7974057e+25,0.9307366,0.68104994,310000.0,151467.36,149824.05,149824.06,18.959988,10.34334,8.540186,8.540151
1.7974057e+25,0.90585583,0.66779345,310000.0,151467.34,149824.05,149824.06,18.959988,10.343211,8.540186,8.54015
1.7974057e+25,0.91753346,0.67082983,310000.0,151467.34,149824.05,149824.06,18.959988,10.343474,8.540186,8.54015
1.7974057e+25,0.92487174,0.68205965,310000.0,151467.36,149824.03,149824.06,18.959988,10.343114,8.540186,8.540152
1.7974057e+25,0.9122332,0.64904934,310000.0,151467.39,149824.05,149824.05,18.959988,10.3434,8.540185,8.54015
1.7974057e+25,0.9036007,0.6420985,310000.0,151467.39,149824.03,149824.08,18.959988,10.343275,8.540186,8.540151
1.7974057e+25,0.9561243,0.6914599,310000.0,151467.38,149824.06,149824.08,18.959988,10.343358,8.540186,8.540151
1.7974057e+25,0.9104329,0.63776654,310000.0,151467.34,149824.05,149824.06,18.959988,10.343263,8.540185,8.540151
1.7974057e+25,0.91934854,0.67296875,310000.0,151467.4,149824.03,149824.06,18.959988,10.343372,8.540185,8.540151
