snr_gt,snr_raw,snr_denoised,frequency_hz_true,frequency_hz_raw,frequency_hz_denoised,frequency_hz_signal,amplitude_true,amplitude_raw,amplitude_denoised,amplitude_signal
1.7974057e+25,0.9612111,1.0019628,310000.0,151467.38,149824.05,149824.06,18.959988,10.343141,8.540151,8.5401535
1.7974057e+25,0.93567634,1.0019888,310000.0,151467.39,149824.05,149824.06,18.959988,10.343405,8.540152,8.540153
1.7974057e+25,0.9374927,1.0019035,310000.0,151467.38,149824.03,149824.06,18.959988,10.343514,8.540152,8.540153
1.7974057e+25,0.9706929,0.9987216,310000.0,151467.36,149824.06,149824.08,18.959988,10.343386,8.540152,8.54015
1.7974057e+25,0.91354865,0.9987106,310000.0,151467.38,149824.05,149824.05,18.959988,10.34355,8.540151,8.540151
1.7974057e+25,0.95358336,0.9987157,310000.0,151467.42,149824.05,149824.05,18.959988,10.343402,8.540152,8.54015
1.7974057e+25,0.9284942,0.99890035,310000.0,151467.36,149824.05,149824.05,18.959988,10.343232,8.54015,8.540151
1.7974057e+25,0.95629275,0.998737,310000.0,151467.39,149824.06,149824.06,18.959988,10.343469,8.540151,8.540151
1.7974057e+25,0.91229296,0.9987221,310000.0,151467.38,149824.03,149824.05,18.959988,10.343477,8.540152,8.54015
1.7974057e+25,0.9159234,0.99867415,310000.0,151467.36,149824.05,149824.05,18.959988,10.34308,8.540152,8.54015
1.7974057e+25,0.9763938,0.998756,310000.0,151467.36,149824.06,149824.03,18.959988,10.343263,8.540152,8.54015
1.7974057e+25,0.98190504,0.9987488,310000.0,151467.36,149824.06,149824.08,18.959988,10.343234,8.540151,8.540151
1.7974057e+25,0.9670735,0.99873936,310000.0,151467.39,149824.06,149824.05,18.959988,10.343474,8.540152,8.540151
1.7974057e+25,0.96576345,0.9986922,310000.0,151467.42,149824.06,149824.05,18.959988,10.343696,8.540152,8.54015
1.7974057e+25,0.9219881,0.99871004,310000.0,151467.36,149824.03,149824.05,18.959988,10.34345,8.540151,8.54015
1.7974057e+25,0.8955141,0.999004,310000.0,151467.34,149824.05,149824.05,18.959988,10.343084,8.540152,8.540151
1.7974057e+25,0.8983788,0.9992321,310000.0,151467.38,149824.05,149824.06,18.959988,10.343524,8.540152,8.54015
1.7974057e+25,0.9281306,0.9987861,310000.0,151467.31,149824.08,149824.05,18.959988,10.34332,8.540151,8.54015
1.7974057e+25,0.9444904,0.9987471,310000.0,151467.4,149824.05,149824.06,18.959988,10.3435,8.540151,8.540151
1.7974057e+25,0.9166838,0.9988159,310000.0,151467.34,149824.05,149824.08,18.959988,10.342911,8.540152,8.54015
1.7974057e+25,0.96318734,0.9986863,310000.0,151467.38,149824.05,149824.06,18.959988,10.343402,8.540152,8.54015
1.7974057e+25,0.94583714,0.99860436,310000.0,151467.36,149824.05,149824.05,18.959988,10.3434725,8.540152,8.54015
1.7974057e+25,0.90643805,0.99863416,310000.0,151467.33,149824.06,149824.06,18.959988,10.343067,8.540152,8.54015
1.7974057e+25,0.971496,0.99870133,310000.0,151467.4,149824.06,149824.06,18.959988,10.343465,8.540152,8.540151
1.7974057e+25,0.9528947,0.99870557,310000.0,151467.33,149824.03,149824.03,18.959988,10.3432865,8.540152,8.54015
1.7974057e+25,0.92488855,0.99902153,310000.0,151467.39,149824.06,149824.05,18.959988,10.343217,8.540151,8.54015
1.7974057e+25,0.9114967,0.9986996,310000.0,151467.36,149824.05,149824.06,18.959988,10.343468,8.540152,8.540151
1.7974057e+25,0.9303277,0.99875623,310000.0,151467.39,149824.05,149824.06,18.959988,10.343594,8.540151,8.54015
1.7974057e+25,0.900668,0.9987301,310000.0,151467.34,149824.05,149824.05,18.959988,10.343324,8.540152,8.54015
1.7974057e+25,0.95416266,0.99876386,310000.0,151467.36,149824.03,149824.06,18.959988,10.343436,8.540151,8.54015
1.7974057e+25,0.94289947,0.99867105,310000.0,151467.38,149824.05,149824.06,18.959988,10.343323,8.540152,8.540151
1.7974057e+25,0.9128315,0.99876684,310000.0,151467.36,149824.05,149824.06,18.959988,10.343521,8.540151,8.54015
1.7974057e+25,0.89543813,0.9988584,310000.0,151467.38,149824.05,149824.06,18.959988,10.343469,8.540151,8.540151
1.7974057e+25,0.9548068,0.99866456,310000.0,151467.4,149824.06,149824.05,18.959988,10.343507,8.540151,8.540151
1.7974057e+25,0.9526333,0.9987225,310000.0,151467.44,149824.06,149824.06,18.959988,10.343448,8.54015,8.540151
1.7974057e+25,0.9406541,0.9987045,310000.0,151467.39,149824.06,149824.03,18.959988,10.343077,8.540151,8.54015
1.7974057e+25,0.9588536,0.9987054,310000.0,151467.34,149824.06,149824.03,18.959988,10.343104,8.540152,8.54015
1.7974057e+25,0.92539334,0.99881583,310000.0,151467.28,149824.06,149824.05,18.959988,10.342869,8.540151,8.54015
1.7974057e+25,0.9310168,0.99868244,310000.0,151467.42,149824.03,149824.05,18.959988,10.34354,8.540152,8.540151
1.7974057e+25,0.910368,0.9986694,310000.0,151467.4,149824.06,149824.06,18.959988,10.343112,8.540151,8.54015
1.7974057e+25,0.9216303,0.99915105,310000.0,151467.4,149824.06,149824.08,18.959988,10.343424,8.540152,8.54015
1.7974057e+25,0.9543713,0.9987795,310000.0,151467.38,149824.06,149824.06,18.959988,10.343318,8.540152,8.540151
1.7974057e+25,0.92459244,0.99873155,310000.0,151467.38,149824.05,149824.06,18.959988,10.343218,8.540152,8.54015
1.7974057e+25,0.9809436,0.99874264,310000.0,151467.39,149824.06,149824.05,18.959988,10.343359,8.540151,8.54015
1.7974057e+25,0.9671565,0.9987239,310000.0,151467.36,149824.06,149824.06,18.959988,10.343425,8.540151,8.54015
1.7974057e+25,0.95665425,0.9987185,310000.0,151467.36,149824.03,149824.05,18.959988,10.34294,8.540152,8.54015
1.7974057e+25,0.9366012,0.998737,310000.0,151467.4,149824.03,149824.03,18.959988,10.343519,8.540151,8.540151
1.7974057e+25,0.93121994,0.9988237,310000.0,151467.36,149824.05,149824.06,18.959988,10.343179,8.540152,8.54015
1.7974057e+25,0.9386904,0.9987486,310000.0,151467.36,149824.03,149824.08,18.959988,10.343473,8.540152,8.54015
1.7974057e+25,0.95105726,0.99867404,310000.0,151467.38,149824.05,149824.05,18.959988,10.343131,8.540152,8.540151
1.7974057e+25,0.92737234,0.9987199,310000.0,151467.34,149824.08,149824.05,18.959988,10.343245,8.540151,8.54015
1.7974057e+25,0.96532136,0.99861354,310000.0,151467.33,149824.05,149824.06,18.959988,10.343301,8.540152,8.540151
1.7974057e+25,0.94279164,0.9990797,310000.0,151467.44,149824.05,149824.06,18.959988,10.343751,8.540152,8.54015
1.7974057e+25,0.95145017,0.99875116,310000.0,151467.36,149824.06,149824.06,18.959988,10.343336,8.540151,8.54015
1.7974057e+25,0.93658906,0.9986202,310000.0,151467.34,149824.03,149824.06,18.959988,10.343309,8.540152,8.54015
1.7974057e+25,0.93481725,0.9989096,310000.0,151467.4,149824.05,149824.06,18.959988,10.343612,8.540151,8.54015
1.7974057e+25,0.95912963,0.9986863,310000.0,151467.34,149824.05,149824.05,18.959988,10.343462,8.540152,8.540151
1.7974057e+25,0.95165765,0.99869525,310000.0,151467.36,149824.03,149824.03,18.959988,10.343144,8.540152,8.54015
1.7974057e+25,0.9448148,0.99859905,310000.0,151467.39,149824.03,149824.06,18.959988,10.3435755,8.540151,8.540151
1.7974057e+25,0.9671818,0.9986951,310000.0,151467.39,149824.06,149824.05,18.959988,10.343252,8.540152,8.540151
1.7974057e+25,0.9575989,0.9986937,310000.0,151467.34,149824.06,149824.05,18.959988,10.343359,8.540151,8.540151
1.7974057e+25,0.9360479,0.9986489,310000.0,151467.39,149824.03,149824.06,18.959988,10.343536,8.540152,8.54015
1.7974057e+25,0.9273797,0.9992589,310000.0,151467.38,149824.05,149824.05,18.959988,10.34329,8.540152,8.54015
1.7974057e+25,0.9211473,0.9987732,310000.0,151467.39,149824.05,149824.05,18.959988,10.34337,8.540151,8.54015
1.7974057e+25,0.9638475,0.99860746,310000.0,151467.42,149824.05,149824.06,18.959988,10.343234,8.540152,8.54015
1.7974057e+25,0.93970144,0.99875444,310000.0,151467.38,149824.06,149824.06,18.959988,10.3435545,8.54015,8.540149
1.7974057e+25,0.922167,0.99874395,310000.0,151467.34,149824.03,149824.05,18.959988,10.343158,8.540151,8.54015
1.7974057e+25,0.96901846,0.9987709,310000.0,151467.42,149824.06,149824.05,18.959988,10.343569,8.540152,8.54015
1.7974057e+25,0.9307612,0.9988807,310000.0,151467.4,149824.05,149824.05,18.959988,10.343344,8.540151,8.540151
1.7974057e+25,0.9451612,0.9986426,310000.0,151467.36,149824.05,149824.06,18.959988,10.343325,8.540152,8.540151
1.7974057e+25,0.95506847,0.9987454,310000.0,151467.31,149824.06,149824.05,18.959988,10.342972,8.540152,8.540149
1.7974057e+25,0.9821518,0.9987814,310000.0,151467.38,149824.06,149824.06,18.959988,10.343398,8.540151,8.54015
1.7974057e+25,0.92284024,0.99867266,310000.0,151467.36,149824.02,149824.05,18.959988,10.343162,8.540152,8.540151
1.7974057e+25,0.9337657,0.99866,310000.0,151467.39,149824.05,149824.05,18.959988,10.34335,8.540152,8.540151
1.7974057e+25,0.94706345,0.99871325,310000.0,151467.4,149824.03,149824.06,18.959988,10.343711,8.540152,8.54015
1.7974057e+25,0.94402045,0.99870497,310000.0,151467.38,149824.08,149824.06,18.959988,10.343605,8.540152,8.54015
1.7974057e+25,0.93580127,0.99873453,310000.0,151467.38,149824.06,149824.05,18.959988,10.34324,8.540151,8.540151
1.7974057e+25,0.93423486,0.9992492,310000.0,151467.38,149824.06,149824.05,18.959988,10.343426,8.540152,8.540151
1.7974057e+25,0.9181523,0.99866635,310000.0,151467.39,149824.03,149824.05,18.959988,10.343737,8.540152,8.54015
1.7974057e+25,0.9110073,0.9988142,310000.0,151467.36,149824.06,149824.08,18.959988,10.343147,8.54015,8.540151
1.7974057e+25,0.91539806,0.9987977,310000.0,151467.39,149824.05,149824.05,18.959988,10.343557,8.540151,8.54015
1.7974057e+25,0.9265501,0.9987185,310000.0,151467.38,149824.06,149824.06,18.959988,10.343105,8.540151,8.54015
1.7974057e+25,0.9711997,0.9986982,310000.0,151467.34,149824.06,149824.03,18.959988,10.343337,8.540151,8.540151
1.7974057e+25,0.91030246,0.99899036,310000.0,151467.36,149824.08,149824.08,18.959988,10.343372,8.540151,8.54015
1.7974057e+25,0.94706017,0.9992569,310000.0,151467.42,149824.05,149824.05,18.959988,10.343451,8.540151,8.54015
1.7974057e+25,0.9416502,0.9990318,310000.0,151467.38,149824.05,149824.06,18.959988,10.34325,8.54015,8.54015
1.7974057e+25,0.9349141,0.99893653,310000.0,151467.34,149824.05,149824.05,18.959988,10.34345,8.540151,8.54015
1.7974057e+25,0.92216873,0.9986619,310000.0,151467.34,149824.05,149824.06,18.959988,10.343336,8.540152,8.540151
1.7974057e+25,0.914068,0.9986944,310000.0,151467.36,149824.05,149824.06,18.959988,10.343361,8.540151,8.54015
1.7974057e+25,0.9571761,0.99870837,310000.0,151467.38,149824.05,149824.05,18.959988,10.343335,8.540151,8.54015
1.7974057e+25,0.9490119,0.99864984,310000.0,151467.38,149824.03,149824.06,18.959988,10.343394,8.540152,8.54015
1.7974057e+25,0.95329505,0.9987381,310000.0,151467.39,149824.06,149824.06,18.959988,10.343453,8.540151,8.54015
1.7974057e+25,0.92919666,0.9987602,310000.0,151467.38,149824.06,149824.06,18.959988,10.343584,8.540151,8.54015
1.7974057e+25,0.8888394,0.99887717,310000.0,151467.4,149824.05,149824.08,18.959988,10.343936,8.540151,8.54015
1.7974057e+25,0.91219515,0.99877197,310000.0,151467.34,149824.05,149824.05,18.959988,10.343084,8.540151,8.54015
1.7974057e+25,0.9677725,0.9987272,310000.0,151467.38,149824.05,149824.06,18.959988,10.34337,8.540152,8.540151
1.7974057e+25,0.93305147,0.9988175,310000.0,151467.39,149824.05,149824.06,18.959988,10.343571,8.540152,8.54015
1.7974057e+25,0.9489591,0.9986636,310000.0,151467.38,149824.05,149824.05,18.959988,10.3433895,8.540152,8.54015
1.7974057e+25,0.93447363,0.99889934,310000.0,151467.36,149824.03,149824.03,18.959988,10.343323,8.54015,8.54015
1.7974057e+25,0.9660501,0.9986769,310000.0,151467.39,149824.03,149824.03,18.959988,10.343617,8.540152,8.54015
1.7974057e+25,0.947425,0.99873567,310000.0,151467.39,149824.05,149824.03,18.959988,10.34386,8.540152,8.54015
1.7974057e+25,0.947684,0.9986981,310000.0,151467.4,149824.03,149824.05,18.959988,10.343313,8.540152,8.54015
1.7974057e+25,0.9314823,0.9989391,310000.0,151467.38,149824.05,149824.06,18.959988,10.343438,8.540151,8.54015
1.7974057e+25,0.9201815,0.99915683,310000.0,151467.4,149824.05,149824.06,18.959988,10.34319,8.540152,8.54015
1.7974057e+25,0.96592087,0.99871385,310000.0,151467.34,149824.05,149824.05,18.959988,10.343282,8.540151,8.54015
1.7974057e+25,0.9212911,0.99890137,310000.0,151467.42,149824.03,149824.05,18.959988,10.343561,8.54015,8.54015
1.7974057e+25,0.94548446,0.9986861,310000.0,151467.42,149824.05,149824.03,18.959988,10.343741,8.540152,8.540151
1.7974057e+25,0.96728575,0.9986566,310000.0,151467.42,149824.05,149824.05,18.959988,10.343622,8.540151,8.54015
1.7974057e+25,0.9149293,0.99892783,310000.0,151467.39,149824.08,149824.03,18.959988,10.343301,8.540152,8.54015
1.7974057e+25,0.92225647,0.99872154,310000.0,151467.36,149824.05,149824.03,18.959988,10.343323,8.540151,8.540151
1.7974057e+25,0.92610395,0.9986667,310000.0,151467.34,149824.06,149824.03,18.959988,10.343553,8.540152,8.540151
1.7974057e+25,0.9142087,0.9989144,310000.0,151467.34,149824.03,149824.06,18.959988,10.34323,8.540151,8.540151
1.7974057e+25,0.96020395,0.9986742,310000.0,151467.33,149824.08,149824.05,18.959988,10.343248,8.540152,8.540151
1.7974057e+25,0.92105937,0.9991435,310000.0,151467.4,149824.05,149824.06,18.959988,10.343531,8.540152,8.54015
1.7974057e+25,0.9098173,0.99930465,310000.0,151467.4,149824.06,149824.05,18.959988,10.343587,8.540152,8.54015
1.7974057e+25,0.91587293,0.9988078,310000.0,151467.34,149824.05,149824.03,18.959988,10.343213,8.540151,8.54015
1.7974057e+25,0.90583044,0.99873483,310000.0,151467.39,149824.03,149824.06,18.959988,10.343378,8.540152,8.540151
1.7974057e+25,0.89988786,0.9991479,310000.0,151467.39,149824.05,149824.06,18.959988,10.343558,8.540152,8.54015
1.7974057e+25,0.9367338,0.9986833,310000.0,151467.4,149824.05,149824.05,18.959988,10.343377,8.540152,8.540151
1.7974057e+25,0.9188627,0.9992357,310000.0,151467.36,149824.05,149824.06,18.959988,10.343329,8.540152,8.540151
1.7974057e+25,0.99373984,0.99872077,310000.0,151467.38,149824.06,149824.06,18.959988,10.343475,8.540151,8.54015
1.7974057e+25,0.9270463,0.99868333,310000.0,151467.4,149824.03,149824.03,18.959988,10.343743,8.540152,8.540151
1.7974057e+25,0.96601146,0.99866223,310000.0,151467.39,149824.05,149824.05,18.959988,10.343418,8.540152,8.540151
1.7974057e+25,0.9309566,0.99874717,310000.0,151467.4,149824.06,149824.06,18.959988,10.343374,8.54015,8.540151
1.7974057e+25,0.92291605,0.9988992,310000.0,151467.36,149824.08,149824.03,18.959988,10.343056,8.540152,8.540151
1.7974057e+25,0.9333059,0.99866116,310000.0,151467.38,149824.03,149824.03,18.959988,10.343192,8.540151,8.540151
1.7974057e+25,0.9277762,0.9990702,310000.0,151467.42,149824.05,149824.06,18.959988,10.343287,8.540151,8.540151
1.7974057e+25,0.88136744,0.99910426,310000.0,151467.33,149824.1,149824.06,18.959988,10.34321,8.540152,8.540152
1.7974057e+25,0.91400594,0.9989146,310000.0,151467.36,149824.05,149824.08,18.959988,10.343585,8.540152,8.54015
1.7974057e+25,0.92837155,0.9987563,310000.0,151467.34,149824.06,149824.06,18.959988,10.343352,8.540152,8.54015
1.7974057e+25,0.9177509,0.99870646,310000.0,151467.36,149824.05,149824.05,18.959988,10.343195,8.540151,8.540151
1.7974057e+25,0.90980935,0.99919826,310000.0,151467.44,149824.05,149824.05,18.959988,10.343574,8.540152,8.540151
1.7974057e+25,0.9181917,0.9986685,310000.0,151467.45,149824.03,149824.06,18.959988,10.343835,8.540152,8.540151
1.7974057e+25,0.9294307,0.9988489,310000.0,151467.36,149824.05,149824.06,18.959988,10.34308,8.540151,8.540151
1.7974057e+25,0.91350824,0.9990643,310000.0,151467.39,149824.05,149824.06,18.959988,10.343622,8.540151,8.540151
1.7974057e+25,0.91711086,0.99876875,310000.0,151467.38,149824.06,149824.06,18.959988,10.343209,8.540151,8.540151
1.7974057e+25,0.9075033,0.99921083,310000.0,151467.39,149824.05,149824.06,18.959988,10.343069,8.540152,8.540151
1.7974057e+25,0.96209884,0.99880815,310000.0,151467.38,149824.06,149824.08,18.959988,10.343482,8.540152,8.540151
1.7974057e+25,0.9445213,0.9988063,310000.0,151467.39,149824.05,149824.06,18.959988,10.343489,8.540151,8.540151
1.7974057e+25,0.9388837,0.99877733,310000.0,151467.4,149824.05,149824.06,18.959988,10.343785,8.540152,8.540151
1.7974057e+25,0.97310317,0.99877924,310000.0,151467.39,149824.05,149824.05,18.959988,10.343492,8.540152,8.540151
1.7974057e+25,0.91084045,0.9992795,310000.0,151467.42,149824.05,149824.06,18.959988,10.343447,8.540152,8.54015
1.7974057e+25,0.9164816,0.99891156,310000.0,151467.34,149824.05,149824.06,18.959988,10.343082,8.540151,8.540151
1.7974057e+25,0.9448291,0.998738,310000.0,151467.39,149824.06,149824.06,18.959988,10.343285,8.540151,8.540151
1.7974057e+25,0.9520857,0.9987552,310000.0,151467.39,149824.05,149824.06,18.959988,10.343217,8.540152,8.54015
1.7974057e+25,0.9506799,0.9986911,310000.0,151467.36,149824.03,149824.05,18.959988,10.343132,8.540151,8.540151
1.7974057e+25,0.9557417,0.99881786,310000.0,151467.38,149824.06,149824.05,18.959988,10.343549,8.540152,8.540151
1.7974057e+25,0.89658386,0.9990032,310000.0,151467.4,149824.05,149824.06,18.959988,10.34333,8.540151,8.540151
1.7974057e+25,0.9376068,0.9988115,310000.0,151467.34,149824.05,149824.05,18.959988,10.343022,8.540152,8.540151
1.7974057e+25,0.96025866,0.9987641,310000.0,151467.44,149824.05,149824.06,18.959988,10.343624,8.540151,8.54015
1.7974057e+25,0.92794335,0.99875265,310000.0,151467.38,149824.05,149824.06,18.959988,10.343365,8.540151,8.540151
1.7974057e+25,0.9301339,0.9991044,310000.0,151467.33,149824.06,149824.06,18.959988,10.343048,8.540152,8.540151
1.7974057e+25,0.8956371,0.99883556,310000.0,151467.38,149824.08,149824.05,18.959988,10.343486,8.540151,8.540151
1.7974057e+25,0.94383717,0.9987985,310000.0,151467.42,149824.05,149824.06,18.959988,10.34341,8.540152,8.540151
1.7974057e+25,0.9096075,0.99881434,310000.0,151467.33,149824.08,149824.08,18.959988,10.343065,8.540151,8.540151
1.7974057e+25,0.93245167,0.99894553,310000.0,151467.42,149824.03,149824.05,18.959988,10.343341,8.540151,8.54015
1.7974057e+25,0.919526,0.99885935,310000.0,151467.38,149824.06,149824.06,18.959988,10.343256,8.540151,8.540151
1.7974057e+25,0.904855,0.9991465,310000.0,151467.36,149824.06,149824.06,18.959988,10.343267,8.540153,8.540151
1.7974057e+25,0.9438761,0.99890643,310000.0,151467.38,149824.03,149824.05,18.959988,10.343371,8.540151,8.540152
1.7974057e+25,0.9307366,0.99874,310000.0,151467.36,149824.05,149824.06,18.959988,10.34334,8.540152,8.540151
1.7974057e+25,0.90585583,0.99911076,310000.0,151467.34,149824.06,149824.06,18.959988,10.343211,8.540151,8.54015
1.7974057e+25,0.91753346,0.99917716,310000.0,151467.34,149824.05,149824.06,18.959988,10.343474,8.540152,8.54015
1.7974057e+25,0.92487174,0.998839,310000.0,151467.36,149824.06,149824.06,18.959988,10.343114,8.540152,8.540152
1.7974057e+25,0.9122332,0.9992157,310000.0,151467.39,149824.06,149824.05,18.959988,10.3434,8.540152,8.54015
1.7974057e+25,0.9036007,0.9993247,310000.0,151467.39,149824.05,149824.08,18.959988,10.343275,8.540151,8.540151
1.7974057e+25,0.9561243,0.9988128,310000.0,151467.38,149824.03,149824.08,18.959988,10.343358,8.540152,8.540151
1.7974057e+25,0.9104329,0.9990134,310000.0,151467.34,149824.05,149824.06,18.959988,10.343263,8.540151,8.540151
1.7974057e+25,0.91934854,0.9987551,310000.0,151467.4,149824.03,149824.06,18.959988,10.343372,8.540152,8.540151
